QuestionText,StudentExplanation,MC_Answer,Category,Misconception,Correctness,row_id,problem_type,tuple_key,Mathematical_Context,Original_Explanation,Mathematical_Context_Reduced,top_1_misconception,top_1_probability,top_2_misconception,top_2_probability,new_misconception
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],"Because N1 are shaded and there are TOTAL, so the simplest form would be SA.",\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[433],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because 6 are shaded and there are 9, so the simplest form would be 1/3.', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,"Because 6 are shaded and there are 9, so the simplest form would be 1/3.",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.4351359,WNB,0.005734264,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because I counted the non shaded.,\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[434],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because I counted the non shaded.', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because I counted the non shaded.,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,WNB,0.5671473,No Misconception,0.14088976,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because I got the total and then got the amount not shaded and simplified it,\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[436],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because I got the total and then got the amount not shaded and simplified it', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because I got the total and then got the amount not shaded and simplified it,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.40321836,WNB,0.12780018,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because I know my place value and it is correct,\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[438],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because I know my place value and it is correct', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because I know my place value and it is correct,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.66084814,WNB,0.0011355642,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because I know my place value and that is correct,\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[439],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because I know my place value and that is correct', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because I know my place value and that is correct,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.64424515,WNB,0.00126554,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because I saw the colored ones and then I explained it better.,\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[440],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because I saw the colored ones and then I explained it better.', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because I saw the colored ones and then I explained it better.,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Irrelevant,0.0078095496,Other,0.00044062934,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because I thought of it like coconut the game and I copied Andy,\( \frac{1}{3} \),['True_Neither'],['Other'],1,[441],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because I thought of it like coconut the game and I copied Andy', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because I thought of it like coconut the game and I copied Andy,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Other,0.006615897,No Misconception,0.006184297,['Other']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because i added the total of triangles,\( \frac{3}{8} \),['False_Neither'],['Irrelevant'],0,"[2775, 2776]",15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because i added the total of triangles', '\\( \\frac{3}{8} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because i added the total of triangles,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.0044797147,WNB,0.0013263999,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because in the triangle N1_DIVIDE_TOTAL_UNSIM is shaded and the rest (RATIO_TWO_UNSIM) is shaded. RATIO_TWO_UNSIM=RATIO_TWO_SIM.,\( \frac{3}{6} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[2421],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because in the triangle 6/9 is shaded and the rest (3/6) is shaded. 3/6=1/2.', '\\( \\frac{3}{6} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Because in the triangle 6/9 is shaded and the rest (3/6) is shaded. 3/6=1/2.,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,WNB,0.5934398,Incomplete,0.07238229,"['Irrelevant', 'Incomplete']"
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because it is N1_DIVIDE_TOTAL_UNSIM and N1_DIVIDE_TOTAL_UNSIM in its simplest form is MAX_DECIMAL_PLACES_COUNT/TOTAL,\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[462],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because it is 6/9 and 6/9 in its simplest form is 1/9', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because it is 6/9 and 6/9 in its simplest form is 1/9,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.40043104,WNB,0.002266178,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],"Because originally,there is RATIO_TWO_UNSIM shaded currently but simplified is N1_DIVIDE_TOTAL_SIM,so the missing fraction would be SA which of course, is the answer.",\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[481],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because originally,there is 3/6 shaded currently but simplified is 2/3,so the missing fraction would be 1/3 which of course, is the answer.', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,"Because originally,there is 3/6 shaded currently but simplified is 2/3,so the missing fraction would be 1/3 which of course, is the answer.",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.30929187,WNB,0.012973206,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because that is half of the fraction.,\( \frac{3}{6} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[2425],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because that is half of the fraction.', '\\( \\frac{3}{6} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Because that is half of the fraction.,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,WNB,0.32068804,Incomplete,0.027588602,"['Irrelevant', 'Incomplete']"
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because that is half of the whole number.,\( \frac{3}{6} \),['False_Neither'],"['Irrelevant', 'Incomplete']",0,[2426],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because that is half of the whole number.', '\\( \\frac{3}{6} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,Because that is half of the whole number.,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:False,WNB,0.3923126,Incomplete,0.021889623,"['Irrelevant', 'Incomplete']"
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because thats MAX_DECIMAL_PLACES_COUNT/TOTAL in its simplest form.,\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[483],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because thats 1/9 in its simplest form.', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because thats 1/9 in its simplest form.,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.64995015,WNB,0.0028129914,['Irrelevant']
What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],Because the answer is TOTAL_MINUS_N1 of N1 if I simply it it is one of TOTAL_MINUS_N1,\( \frac{1}{3} \),['True_Neither'],['Irrelevant'],1,[494],15,"('What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]', 'Because the answer is three of six if I simply it it is one of three', '\\( \\frac{1}{3} \\)')",N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,Because the answer is 3 of 6 if I simply it it is one of 3,N1_IS_GREATER_THAN_0_5:True | N1_IS_LESS_THAN_0_5:False | N2_IS_GREATER_THAN_0_5:True | N2_IS_LESS_THAN_0_5:False | N1_IS_LONGEST_DECIMAL:TRUE | N1_IS_SHORTEST_DECIMAL:TRUE | N1_IS_ACTUAL_SMALLEST:TRUE | N2_IS_LONGEST_DECIMAL:TRUE | N2_IS_SHORTEST_DECIMAL:TRUE | N2_IS_ACTUAL_LARGEST:TRUE | WHOLE_NUMBER_PRESENT:True | ANSWER_HAS_FRACTION:TRUE | ANSWER_FRAC_IS_SIMPLIFIED:True,No Misconception,0.45959887,WNB,0.02159802,['Irrelevant']
